SRA sample ID,SRA number,Sequencing Platform,Age (years),Accuracy of birth date,Ordinal rank,Sex,Body Mass Index (kg/m2),Age-adjusted BMI,Cumulative Early Adversity Score,Dyadic Social Connectedness (F to F),Depth (millions of reads sequenced),Bisulfite conversion rate,Predicted epigenetic age (years) from n=277 model,Predicted epigenetic age (years) from n=286 model
AMB_70,PRJNA648767,HiSeq 4000,7.7426,Within < 1 week,2,F,NA,NA,2,1.874458852,11.882327,0.998103468,7.012616562,7.146899239
AMB_71,PRJNA648767,HiSeq 4000,6.3354,Within < 1 week,11,M,36.69750707,-3.488166834,1,NA,13.410601,0.998281496,5.723666444,5.706119804
AMB_72,PRJNA648767,HiSeq 4000,4.2409,Within < 1 week,3,F,32.27396697,1.279621067,1,1.28711874,14.944233,0.996623985,5.815561165,6.099215829
AMB_51,SRP058411,HiSeq 2000,4.9144,Within < 1 week,28,F,34.06877334,0.765230446,2,0.470391854,13.962081,0.998863722,4.74970121,4.353507154
AMB_73,PRJNA648767,HiSeq 4000,6.5188,Within < 1 week,14,M,38.3892984,-2.642432006,3,NA,17.182416,0.998652632,4.961913413,4.748365671
AMB_74,PRJNA648767,HiSeq 4000,4.8433,Within < 1 week,6,F,29.81341266,-3.24606877,2,NA,13.78848,0.999250947,6.058894596,6.348273713
AMB_75,PRJNA648767,HiSeq 4000,7.9562,Within < 1 week,8,F,34.59244675,-0.889072764,0,1.241129758,9.366051,0.998117738,8.949824341,8.4899833
AMB_76,PRJNA648767,HiSeq 4000,5.4237,Within < 1 week,9,F,NA,NA,1,0.280278632,17.264718,0.997909653,6.926689252,6.785062384
AMB_77,PRJNA648767,HiSeq 4000,7.7563,Within < 1 week,18,M,46.18681604,-0.552638852,0,NA,16.814583,0.9980072,7.557767178,6.944396334
AMB_78,PRJNA648767,HiSeq 4000,7.4031,Within < 1 week,15,M,49.29189848,4.181418058,0,NA,17.815064,0.997938595,7.758189348,7.599426839
AMB_54,SRP058411,HiSeq 2000,4.1342,Within < 1 week,NA,F,28.83613103,-1.792122662,2,NA,16.548738,0.996363991,5.63451115,5.841316205
AMB_79,PRJNA648767,HiSeq 4000,9.2539,Within < 1 week,1,M,49.70523701,2.776551256,1,NA,12.420532,0.997951736,10.81370947,10.61311251
AMB_80,PRJNA648767,HiSeq 4000,13.2676,Within < 1 week,5,F,40.5643739,4.685481891,2,NA,18.280459,0.997851106,8.815923981,9.321680139
AMB_81,PRJNA648767,HiSeq 4000,10.5517,Within < 1 week,1,F,42.4407686,6.765069128,1,0.413556632,13.61989,0.998542829,6.477366872,6.714331938
AMB_82,PRJNA648767,HiSeq 4000,8.1506,Within < 1 week,11,M,41.83835538,-5.219771226,0,NA,40.692208,0.995103517,6.231153267,6.724267071
AMB_83,PRJNA648767,HiSeq 4000,9.8398,Within < 1 week,2,M,NA,NA,1,NA,13.925897,0.999212698,8.771697869,8.793040352
AMB_55,SRP058411,HiSeq 2000,7.4251,Within < 1 week,2,M,49.09012395,3.87862185,2,NA,17.726679,0.982762329,8.403404583,7.553491146
AMB_03,SRP058411,HiSeq 2000,7.6632,Within < 1 week,6,M,38.70592971,-7.604183069,1,NA,31.718745,0.981712286,8.750261777,9.26642662
AMB_84,PRJNA648767,HiSeq 4000,5.7796,Within < 1 week,5,F,NA,NA,1,0.814237533,12.916122,0.997916439,8.471448912,8.630359904
AMB_85,PRJNA648767,HiSeq 4000,6.0397,Within < 1 week,16,M,36.9,-1.92188133,2,NA,15.955667,0.996808547,5.486856608,5.632297625
AMB_86,PRJNA648767,HiSeq 4000,6.3436,Within < 1 week,16,F,NA,NA,2,0.913289995,9.99628,0.999226055,7.140801968,6.943688233
AMB_87,PRJNA648767,HiSeq 4000,5.7276,Within < 1 week,33,F,40.24733189,4.932544962,3,-0.429576886,21.259993,0.999244627,8.043657843,7.872129257
AMB_88,PRJNA648767,HiSeq 4000,8.7064,Within < 1 week,6,M,43.47725592,-3.515668469,2,NA,47.93539,0.994930414,7.686426837,8.452644343
AMB_89,PRJNA648767,HiSeq 4000,5.2895,Within < 1 week,NA,F,31.83417349,-2.755385618,1,NA,12.514789,0.998139027,6.785381542,7.077162697
AMB_90,PRJNA648767,HiSeq 4000,11.948,Within < 1 week,NA,F,NA,NA,1,NA,10.09167,0.998004436,8.360165641,9.116222392
AMB_56,SRP058411,HiSeq 2000,9.1855,Within < 1 week,1,M,49.25268021,2.315964634,1,NA,15.549354,0.983101138,8.962718866,9.677218541
AMB_91,PRJNA648767,HiSeq 4000,10.4285,Within < 1 week,1,F,NA,NA,1,0.659881911,13.625486,0.998106386,9.212669338,9.17607538
AMB_57,SRP058411,HiSeq 2000,5.9439,Within < 1 week,3,F,35.59093078,0.259962188,0,1.65506375,10.093046,0.999521476,6.48777469,6.945305013
AMB_92,PRJNA648767,HiSeq 4000,9.2895,Within < 1 week,13,F,36.24860771,0.667335408,0,0.315052882,22.295446,0.998656785,8.811416986,9.001071847
AMB_93,PRJNA648767,HiSeq 4000,6.7461,Within < 1 week,6,F,33.14114973,-2.249834397,0,1.098168182,18.183999,0.998606555,9.323580766,9.016789564
AMB_94,PRJNA648767,HiSeq 4000,6.5818,Within < 1 week,16,F,38.62897317,3.250278914,3,0.996523987,19.670124,0.999208576,7.98616935,7.783875543
AMB_06,SRP058411,HiSeq 2000,6.3847,Within < 1 week,NA,M,40.82742586,0.414453194,1,NA,28.639254,0.982312672,5.809546582,5.477069593
AMB_95,PRJNA648767,HiSeq 4000,7.4908,Within < 1 week,6,M,45.13066947,-0.383897638,0,NA,14.252777,0.998047405,9.480795776,9.170525246
AMB_96,PRJNA648767,HiSeq 4000,15.154,Within < 1 week,NA,F,36.35904558,0.339024884,0,NA,14.967622,0.998103904,10.61044117,10.60138293
AMB_97,PRJNA648767,HiSeq 4000,5.8727,Within < 1 week,14,F,36.5405881,1.21494512,0,0.560902495,21.309026,0.995112302,7.095788077,6.810626994
AMB_98,PRJNA648767,HiSeq 4000,5.7632,Within < 1 week,8,M,37.81034877,0.263866054,0,NA,11.29407,0.999276211,6.536109361,6.702059512
AMB_99,PRJNA648767,HiSeq 4000,6.0151,Within < 1 week,5,F,31.9595729,-3.376721306,NA,1.651019391,14.440414,0.998107863,7.509364113,7.617653268
AMB_100,PRJNA648767,HiSeq 4000,4.5394,Within < 1 week,9,F,NA,NA,0,1.199432253,15.954451,0.997945891,6.157471628,6.135505608
AMB_101,PRJNA648767,HiSeq 4000,7.0007,Within < 1 week,11,F,32.54562587,-2.864407564,0,0.458474348,14.332391,0.998229176,5.774980225,5.167942039
AMB_102,PRJNA648767,HiSeq 4000,6.8446,Within < 1 week,16,M,42.30355255,-0.230875235,3,NA,8.779928,0.99807492,7.840174679,7.574505873
AMB_102_B,PRJNA648767,HiSeq 4000,11.5702,Within < 1 week,10,M,48.00634795,1.349391628,3,NA,20.595455,0.998420055,14.74607151,14.74847878
AMB_103,PRJNA648767,HiSeq 4000,5.3279,Within < 1 week,NA,F,NA,NA,3,NA,9.85886,0.997990201,8.193481447,7.796470125
AMB_08,SRP058411,HiSeq 2000,7.9179,Within < 1 week,NA,M,48.8369464,1.751518376,2,NA,43.333503,0.998262212,7.792801856,8.362640483
AMB_104,PRJNA648767,HiSeq 4000,8.9774,Within < 1 week,3,M,44.63400119,-2.327125071,3,NA,13.618903,0.997833629,8.027486346,7.936929378
AMB_105,PRJNA648767,HiSeq 4000,5.8261,Within 3 months,NA,F,NA,NA,NA,NA,5.575217,0.998298163,8.266130507,8.273529668
AMB_106,PRJNA648767,HiSeq 4000,7.1896,Within < 1 week,17,M,41.79693212,-2.328586994,1,NA,11.349676,0.996712007,8.244091644,8.458589043
AMB_107,PRJNA648767,HiSeq 4000,6.5927,Within < 1 week,18,M,42.73028649,1.357607941,2,NA,18.996666,0.998154702,6.395298399,6.84898595
AMB_108,PRJNA648767,HiSeq 4000,7.6851,Within < 1 week,17,M,NA,NA,1,NA,15.923216,0.996868279,7.791012592,8.08085314
AMB_109,PRJNA648767,HiSeq 4000,4.6817,Within < 1 week,34,F,34.74897704,2.243327417,2,NA,15.140912,0.999171062,5.782924948,6.162721441
AMB_110,PRJNA648767,HiSeq 4000,5.1608,Within < 1 week,NA,M,32.46391896,-2.304467775,1,NA,7.763678,0.998019478,7.096202032,7.313059848
AMB_111,PRJNA648767,HiSeq 4000,6.3025,Within < 1 week,NA,F,34.92414041,-0.43366107,2,NA,12.068817,0.997966208,7.366184125,7.051642949
AMB_112,PRJNA648767,HiSeq 4000,6.59,Within < 1 week,14,M,39.03482774,-2.325223103,0,NA,13.885997,0.997936951,6.648421762,6.761102364
AMB_113,PRJNA648767,HiSeq 4000,9.4374,Within < 1 week,2,M,46.90254982,-0.004615987,3,NA,9.928849,0.998126979,10.12949528,9.770439855
AMB_114,PRJNA648767,HiSeq 4000,14.4668,Within < 1 week,18,M,38.4683578,-7.848776136,0,NA,20.718606,0.998212654,12.64885897,13.45038172
AMB_115,PRJNA648767,HiSeq 4000,7.1075,Within < 1 week,25,F,35.87372449,0.455702642,1,0.843938612,7.499271,0.998366741,8.668651623,8.208560378
AMB_115_B,PRJNA648767,HiSeq 4000,11.3676,Within < 1 week,25,F,NA,NA,1,0.373380369,25.933027,0.996919681,10.04973249,10.03575508
AMB_116,PRJNA648767,HiSeq 4000,8.4134,Within < 1 week,NA,F,NA,NA,2,NA,18.191301,0.998043221,6.942613766,6.959231172
AMB_117,PRJNA648767,HiSeq 4000,6.9076,Within < 1 week,NA,F,33.29366517,-2.109403996,1,NA,6.550989,0.998241092,6.838413969,7.164380251
AMB_118,PRJNA648767,HiSeq 4000,5.0075,Within < 1 week,11,F,32.63359795,-0.989102251,3,-0.828905579,12.479873,0.999350378,6.145052074,6.236555547
AMB_119,PRJNA648767,HiSeq 4000,5.7933,Within < 1 week,10,F,NA,NA,3,1.342515794,28.777145,0.995132479,10.30113276,10.20919243
AMB_120,PRJNA648767,HiSeq 4000,13.8617,Within < 1 week,9,M,51.6019275,5.213809873,NA,NA,20.289219,0.997919115,8.773407581,8.774771256
AMB_121,PRJNA648767,HiSeq 4000,6.1629,Within < 1 week,16,F,NA,NA,0,1.27661999,19.749756,0.997851626,7.239884825,7.077887299
AMB_122,PRJNA648767,HiSeq 4000,9.1663,Within < 1 week,17,F,36.23184116,0.659786261,0,0.556476649,14.845463,0.998119327,7.692213413,7.787759385
AMB_122_B,PRJNA648767,HiSeq 4000,18.0479,Within < 1 week,21,F,37.511866,1.275338748,0,0.905150567,7.569196,0.999326224,10.64195302,11.67638992
AMB_58,SRP058411,HiSeq 2000,7.7235,Within < 1 week,21,F,35.78457685,0.320467984,1,1.372502616,34.11771,0.996598125,8.569183702,8.703653979
AMB_123,PRJNA648767,HiSeq 4000,4.1232,Within < 1 week,NA,F,31.24147318,0.650767402,1,NA,16.997678,0.998038069,4.319247418,4.766070862
AMB_124,PRJNA648767,HiSeq 4000,10.8446,Within < 1 week,23,F,33.11082522,-2.586791193,1,1.239040005,13.748067,0.998139924,9.147672123,9.596118099
AMB_125,PRJNA648767,HiSeq 4000,7.7919,Within < 1 week,21,F,35.64060135,0.171371711,2,0.534693615,10.189628,0.99808751,8.906876458,8.982169641
AMB_10,SRP058411,HiSeq 2000,6.2423,Within < 1 week,NA,M,39.18479241,-0.57153939,3,NA,43.556351,0.980938833,6.291566371,6.56675435
AMB_13,SRP058411,HiSeq 2000,6.0096,Within < 1 week,NA,M,34.71146822,-3.971508306,2,NA,30.21293,0.981160329,7.226600726,7.829728553
AMB_59,SRP058411,HiSeq 2000,5.4401,Within < 1 week,NA,M,37.01582674,0.959413685,3,NA,11.885479,0.998832489,7.137492897,7.263834794
AMB_126,PRJNA648767,HiSeq 4000,12.4627,Within < 1 week,NA,F,NA,NA,0,NA,14.111842,0.997833101,10.71738799,11.31645178
AMB_126_B,PRJNA648767,HiSeq 4000,26.3436,Within < 1 week,15,F,30.401192,-6.455973727,0,1.469538178,13.393662,0.998350407,13.1063668,13.29289962
AMB_127,PRJNA648767,HiSeq 4000,10.4613,Within < 1 week,10,F,40.26381105,4.594871001,0,0.674063178,30.741318,0.998056047,11.72736004,11.13959924
AMB_127_B,PRJNA648767,HiSeq 4000,22.3819,Within < 1 week,25,F,35.9280818,-0.632693208,0,1.842318723,13.33898,0.998262626,13.40619873,13.82261246
AMB_18,SRP058411,HiSeq 2000,15.781,Within < 1 week,NA,M,48.74975819,2.58679698,2,NA,47.636419,0.998438402,16.90159873,17.5704619
AMB_128,PRJNA648767,HiSeq 4000,3.1567,Within < 1 week,NA,F,28.56576076,1.288658807,2,NA,19.97101,0.997835189,2.85166778,3.254697777
AMB_60,SRP058411,HiSeq 2000,6.2587,Within < 1 week,20,M,40.07437765,0.242279595,1,NA,38.929126,0.998470746,4.984846995,5.320099518
AMB_19,SRP058411,HiSeq 2000,3.039,Within < 1 week,20,M,26.68686834,1.704956098,0,NA,40.749874,0.998461703,3.524658955,3.123483574
AMB_129,PRJNA648767,HiSeq 4000,5.2841,Within < 1 week,21,F,NA,NA,2,NA,14.488025,0.997898202,5.812475963,6.157821471
AMB_130,PRJNA648767,HiSeq 4000,5.3251,Within < 1 week,22,F,32.95853855,-1.753051292,3,NA,8.008842,0.998250452,8.156692426,7.649510892
AMB_20,SRP058411,HiSeq 2000,4.501,Within < 1 week,18,M,31.00858599,-0.716522866,0,NA,38.309006,0.99842813,4.266532944,4.05260466
AMB_131,PRJNA648767,HiSeq 4000,11.7536,Within < 1 week,24,F,39.1687402,3.403119839,0,1.551203655,17.109571,0.99827184,12.31485452,12.00676257
AMB_132,PRJNA648767,HiSeq 4000,6.8611,Within < 1 week,NA,M,48.8997438,6.28954976,2,NA,13.929345,0.998043677,6.092724628,6.078165392
AMB_133,PRJNA648767,HiSeq 4000,7.2471,Within < 1 week,3,M,51.40540646,7.014705452,1,NA,30.096632,0.998374812,10.28710302,10.13298544
AMB_133_B,PRJNA648767,HiSeq 4000,12.564,Within < 1 week,4,M,NA,NA,1,NA,12.713689,0.996796352,12.21187091,12.13375972
AMB_133_C,PRJNA648767,HiSeq 4000,15.5893,Within < 1 week,14,M,52.99901357,6.81356884,1,NA,9.294844,0.998018712,14.30640394,14.14007853
AMB_134,PRJNA648767,HiSeq 2000,3.833,Within < 1 week,12,M,29.031954,0.388006143,2,NA,21.464978,0.998457344,7.751672833,7.752245177
AMB_135,PRJNA648767,HiSeq 4000,6.9295,Within < 1 week,10,M,40.70840078,-2.21748598,1,NA,18.025936,0.997942928,8.451822676,8.214317211
AMB_136,PRJNA648767,HiSeq 4000,5.3169,Within < 1 week,13,M,34.59804267,-0.89012348,0,NA,38.235684,0.997872356,6.555862043,6.743332742
AMB_137,PRJNA648767,HiSeq 4000,7.4333,Within < 1 week,8,F,34.45372772,-0.988669033,0,1.218369578,14.220787,0.999365455,7.264633864,7.329852008
AMB_21,SRP058411,HiSeq 2000,6.705,Within < 1 week,8,F,32.44993491,-2.937976754,0,1.272300562,28.735263,0.999528741,6.722002859,6.265997554
AMB_138,PRJNA648767,HiSeq 4000,11.5948,Within < 1 week,NA,M,43.89597611,-2.758089467,2,NA,11.663811,0.998147229,10.69772767,10.6016013
AMB_138_B,PRJNA648767,HiSeq 4000,17.2211,Within < 1 week,6,M,NA,NA,2,NA,11.179849,0.999291874,16.40295913,16.69327017
AMB_139,PRJNA648767,HiSeq 4000,4.6461,Within < 1 week,NA,F,30.29797764,-2.08564125,1,NA,19.11322,0.997900738,6.491364225,6.310902719
AMB_140,PRJNA648767,HiSeq 4000,8.9172,Within < 1 week,NA,M,42.64564591,-4.322546603,3,NA,17.548279,0.998172154,8.49744628,8.257535487
AMB_141,PRJNA648767,HiSeq 4000,8.3723,Within < 1 week,3,M,49.8453776,2.81326765,1,NA,14.774389,0.998145952,8.920170148,8.60972008
AMB_141_B,PRJNA648767,HiSeq 4000,12.6489,Within < 1 week,NA,M,51.11304948,4.582643275,1,NA,21.720199,0.997897738,10.29463071,10.37281292
AMB_142,PRJNA648767,HiSeq 4000,10.0972,Within < 1 week,2,M,41.71571152,-5.114046734,0,NA,10.553077,0.998198957,9.385806361,9.643943482
AMB_143,PRJNA648767,HiSeq 4000,9.5633,Within < 1 week,1,M,NA,NA,2,NA,7.956065,0.99935873,10.57833685,10.24846661
AMB_22,SRP058411,HiSeq 2000,5.2238,Within < 1 week,NA,F,NA,NA,1,NA,16.889099,0.99941264,7.628130768,7.211259519
AMB_144,PRJNA648767,HiSeq 4000,15.7207,Within < 1 week,16,M,41.9865257,-4.183501752,1,NA,14.561962,0.998023266,10.57602396,10.84421018
AMB_145,PRJNA648767,HiSeq 4000,12.9637,Within < 1 week,NA,F,NA,NA,1,NA,13.781584,0.997968069,10.25458901,10.76373955
AMB_146,PRJNA648767,HiSeq 4000,6.8008,Within < 1 week,7,F,37.10784226,1.712761506,1,NA,6.313918,0.9982386,9.005036299,8.793743304
AMB_147,PRJNA648767,HiSeq 4000,7.2416,Within < 1 week,NA,F,35.91340063,0.485342056,2,NA,13.270354,0.997979533,9.126072373,9.282592203
AMB_148,PRJNA648767,HiSeq 4000,9.744,Within < 1 week,17,F,35.28236222,-0.332912053,1,1.262266222,14.438781,0.998423675,7.644386518,8.019394231
AMB_149,PRJNA648767,HiSeq 4000,7.3977,Within < 1 week,1,M,48.49798297,3.412757966,0,NA,14.734187,0.997938954,9.921497628,10.2136391
AMB_150,PRJNA648767,HiSeq 4000,4.6379,Within < 1 week,9,F,31.09156213,-1.26389582,0,-0.332017877,10.268238,0.997997017,5.434994917,5.884996529
AMB_150_B,PRJNA648767,HiSeq 4000,12.7693,Within < 1 week,17,F,37.6801999,1.838587169,0,0.543025406,10.339664,0.998292703,10.55014682,10.22721417
AMB_151,PRJNA648767,HiSeq 4000,4.5749,Within < 1 week,17,F,NA,NA,2,NA,8.703299,0.998267388,7.516856378,7.753985551
AMB_152,PRJNA648767,HiSeq 4000,12.5202,Within < 1 week,4,M,NA,NA,3,NA,22.730862,0.997928632,12.21151461,12.22097884
AMB_152_C,PRJNA648767,HiSeq 4000,16.7995,Within < 1 week,11,M,41.773228,-4.27024934,3,NA,18.430965,0.997985942,11.96741706,12.9420446
AMB_153,PRJNA648767,HiSeq 4000,8.2053,Within < 1 week,3,M,45.56716324,-1.484539502,0,NA,11.628013,0.998134868,7.440879302,7.57893299
AMB_153_B,PRJNA648767,HiSeq 4000,10.6366,Within < 1 week,4,M,46.40249081,-0.363992383,0,NA,16.853724,0.99797344,8.888635561,9.02096004
AMB_154,PRJNA648767,HiSeq 4000,6.5845,Within < 1 week,16,F,32.27930966,-3.099589431,1,0.880322197,18.585358,0.997824291,8.534207841,8.263272833
AMB_154_B,PRJNA648767,HiSeq 4000,10.6283,Within < 1 week,15,F,34.67397272,-1.007462029,1,1.471951991,16.440589,0.998343367,9.661597075,9.369905077
AMB_155,PRJNA648767,HiSeq 4000,7.2526,Within < 1 week,20,M,44.21531334,-0.200643083,1,NA,14.076269,0.997862816,6.715125118,6.7824221
AMB_155_B,PRJNA648767,HiSeq 4000,11.9507,Within < 1 week,3,M,49.32673838,2.714427914,1,NA,19.435036,0.998150104,11.16186748,11.18490287
AMB_23,SRP058411,HiSeq 2000,9.7851,Within < 1 week,12,M,45.00294179,-1.863432482,0,NA,15.463839,0.998044987,8.898378851,9.13536861
AMB_156,PRJNA648767,HiSeq 4000,5.6099,Within < 1 week,32,F,37.5910408,2.285061611,2,NA,14.098127,0.997973651,7.520270547,7.538862095
AMB_157,PRJNA648767,HiSeq 4000,9.5496,Within < 1 week,4,M,NA,NA,0,NA,31.31524,0.998176111,9.431553666,9.685629587
AMB_61,SRP058411,HiSeq 2000,2.5873,Within < 1 week,22,M,25.94832947,3.049989217,1,NA,29.249117,0.998221699,5.173530546,4.938951741
AMB_158,PRJNA648767,HiSeq 4000,19.6304,Within < 1 week,29,F,35.66898105,-0.685938626,1,0.538924389,5.137645,0.998000058,11.3334238,12.31313844
AMB_158_B,PRJNA648767,HiSeq 4000,21.8864,Within < 1 week,28,F,35.4413215,-1.082379068,1,0.8670162,10.478695,0.999375335,10.74162821,11.43911265
AMB_159,PRJNA648767,HiSeq 4000,9.3388,Within < 1 week,2,M,48.93759661,2.018867846,2,NA,22.64262,0.998175007,11.59839496,11.71683264
AMB_159_B,PRJNA648767,HiSeq 4000,13.4018,Within < 1 week,4,M,43.25839286,-3.183685217,2,NA,22.315418,0.998047989,11.94717543,12.00655132
AMB_160,PRJNA648767,HiSeq 4000,6.9487,Within < 1 week,NA,M,42.60082195,-0.41345878,3,NA,19.105701,0.998091512,5.477383929,5.642222386
AMB_161,PRJNA648767,HiSeq 4000,6.2204,Within < 1 week,15,M,35.26631317,-4.388996959,0,NA,18.315843,0.998064255,6.345954834,6.296908015
AMB_162,PRJNA648767,HiSeq 4000,5.5907,Within < 1 week,17,F,32.66418916,-2.640356212,2,1.569898552,17.662922,0.99816351,7.385948229,7.314490414
AMB_163,PRJNA648767,HiSeq 4000,6.6858,Within < 1 week,34,F,34.06475916,-1.32171869,3,0.20992366,20.345864,0.99798492,9.808559244,9.707186628
AMB_164,PRJNA648767,HiSeq 4000,6.4778,Within < 1 week,NA,M,43.31002423,2.467709453,2,NA,21.640198,0.997955658,6.583273268,6.732664862
AMB_165,PRJNA648767,HiSeq 4000,4.2163,Within < 1 week,17,F,NA,NA,2,0.540421932,9.495547,0.99834074,8.490941469,8.627649039
AMB_166,PRJNA648767,HiSeq 4000,5.5332,Within < 1 week,28,F,36.74740484,1.447160926,1,0.749629332,19.133886,0.998156801,6.664106461,6.551459482
AMB_167,PRJNA648767,HiSeq 4000,6.7132,Within < 1 week,12,M,38.12765814,-3.800639609,1,NA,15.660695,0.998012399,7.084390245,7.443601437
AMB_25,SRP058411,HiSeq 2000,5.9986,Within < 1 week,11,M,37.36135367,-1.271112023,1,NA,94.208859,0.997999699,5.189283259,4.913596042
AMB_27,SRP058411,HiSeq 2000,5.9795,Within < 1 week,12,M,40.27498867,1.730916941,1,NA,41.228298,0.998205195,5.491823758,5.663711509
AMB_170,PRJNA648767,HiSeq 4000,6.0424,Within < 1 week,8,F,NA,NA,1,1.087943475,15.629918,0.9979944,7.95021492,8.053445339
AMB_171,PRJNA648767,HiSeq 4000,5.5934,Within < 1 week,10,F,NA,NA,1,0.901235306,19.523585,0.998271316,7.529974752,7.340100153
AMB_172,PRJNA648767,HiSeq 4000,8.7885,Within < 1 week,4,M,50.312309,3.329020409,1,NA,8.452954,0.998410538,10.42962098,11.06465978
AMB_173,PRJNA648767,HiSeq 4000,3.948,Within < 1 week,19,M,31.03574182,1.861430178,0,NA,7.70553,0.997997577,4.165642425,4.334540082
AMB_174,PRJNA648767,HiSeq 4000,5.8453,Within < 1 week,10,F,NA,NA,2,0.768348535,15.274026,0.998090702,6.472384002,6.221948796
